Year,Org_Type,ONS_Code,Org_Code,Org_Name,Classification,Metric_Primary,Value
2014/15,LocalAuthority,E06000020,418,Telford and Wrekin Council (Unitary)                                                                ,FAE_PrimarySecondary_Obesity,All persons,1511
2014/15,LocalAuthority,E08000030,411,Walsall Metropolitan Borough Council                                                                ,FAE_PrimarySecondary_Obesity,All persons,1707
2014/15,LocalAuthority,E10000031,404,Warwickshire County Council                                                                         ,FAE_PrimarySecondary_Obesity,All persons,6071
2014/15,LocalAuthority,E08000031,412,Wolverhampton City Council                                                                          ,FAE_PrimarySecondary_Obesity,All persons,2583
2014/15,LocalAuthority,E10000034,416,Worcestershire County Council                                                                       ,FAE_PrimarySecondary_Obesity,All persons,9416
2014/15,Region,E12000006,G,East of England,FAE_PrimarySecondary_Obesity,All persons,49262
2014/15,LocalAuthority,E06000055,625,Bedford Borough Council                                                                             ,FAE_PrimarySecondary_Obesity,All persons,804
2014/15,LocalAuthority,E10000003,623,Cambridgeshire County Council                                                                       ,FAE_PrimarySecondary_Obesity,All persons,4393
2014/15,LocalAuthority,E06000056,626,Central Bedfordshire Council                                                                        ,FAE_PrimarySecondary_Obesity,All persons,2434
2014/15,LocalAuthority,E10000012,620,Essex County Council                                                                                ,FAE_PrimarySecondary_Obesity,All persons,8965
2014/15,LocalAuthority,E10000015,606,Hertfordshire County Council                                                                        ,FAE_PrimarySecondary_Obesity,All persons,11722
2014/15,LocalAuthority,E06000032,611,Luton Borough Council (Unitary)                                                                     ,FAE_PrimarySecondary_Obesity,All persons,3734
2014/15,LocalAuthority,E10000020,607,Norfolk County Council                                                                              ,FAE_PrimarySecondary_Obesity,All persons,6232
2014/15,LocalAuthority,E06000031,624,Peterborough City Council (Unitary)                                                                 ,FAE_PrimarySecondary_Obesity,All persons,861
2014/15,LocalAuthority,E06000033,621,Southend-on-Sea Borough Council (Unitary)                                                           ,FAE_PrimarySecondary_Obesity,All persons,578
2014/15,LocalAuthority,E10000029,609,Suffolk County Council                                                                              ,FAE_PrimarySecondary_Obesity,All persons,7365
2014/15,LocalAuthority,E06000034,622,Thurrock Council (Unitary)                                                                          ,FAE_PrimarySecondary_Obesity,All persons,2174
2014/15,Region,E12000007,H,London,FAE_PrimarySecondary_Obesity,All persons,44893
2014/15,LocalAuthority,E09000001,714,Corporation of the City of London                                                                   ,FAE_PrimarySecondary_Obesity,All persons,26
2014/15,LocalAuthority,E09000002,716,London Borough of Barking and Dagenham                                                              ,FAE_PrimarySecondary_Obesity,All persons,1226
2014/15,LocalAuthority,E09000003,717,London Borough of Barnet                                                                            ,FAE_PrimarySecondary_Obesity,All persons,1626
2014/15,LocalAuthority,E09000004,718,London Borough of Bexley                                                                            ,FAE_PrimarySecondary_Obesity,All persons,1327
2014/15,LocalAuthority,E09000005,719,London Borough of Brent                                                                             ,FAE_PrimarySecondary_Obesity,All persons,3015
2014/15,LocalAuthority,E09000006,720,London Borough of Bromley                                                                           ,FAE_PrimarySecondary_Obesity,All persons,953
2014/15,LocalAuthority,E09000007,702,London Borough of Camden                                                                            ,FAE_PrimarySecondary_Obesity,All persons,1097
2014/15,LocalAuthority,E09000008,721,London Borough of Croydon                                                                           ,FAE_PrimarySecondary_Obesity,All persons,1345
2014/15,LocalAuthority,E09000009,722,London Borough of Ealing                                                                            ,FAE_PrimarySecondary_Obesity,All persons,2316
2014/15,LocalAuthority,E09000010,723,London Borough of Enfield                                                                           ,FAE_PrimarySecondary_Obesity,All persons,2547
2014/15,LocalAuthority,E09000011,703,London Borough of Greenwich                                                                         ,FAE_PrimarySecondary_Obesity,All persons,1287
2014/15,LocalAuthority,E09000012,704,London Borough of Hackney                                                                           ,FAE_PrimarySecondary_Obesity,All persons,1897
